,council_name,number,person_name
59,令和 2年 第1回定例会（第2日3月4日）,27,川口洋一
60,令和 2年 第1回定例会（第2日3月4日）,28,北岡隆浩
61,令和 2年 第1回定例会（第2日3月4日）,29,灰垣和美
62,令和 2年 第1回定例会（第2日3月4日）,30,福井浩二
63,令和 2年 第1回定例会（第2日3月4日）,31,岩為俊
64,令和 2年 第1回定例会（第2日3月4日）,32,久保隆
65,令和 2年 第1回定例会（第2日3月4日）,33,中浜実
66,令和 2年 第1回定例会（第2日3月4日）,34,中村玲子
67,令和 2年 第1回定例会（第3日3月5日）,1,髙島佐浪枝
68,令和 2年 第1回定例会（第3日3月5日）,2,鴻野潔
69,令和 2年 第1回定例会（第3日3月5日）,3,中村明子
70,令和 2年 第1回定例会（第3日3月5日）,4,市來隼
71,令和 2年 第1回定例会（第3日3月5日）,5,江澤由
72,令和 2年 第1回定例会（第3日3月5日）,6,岡田安弘
73,令和 2年 第1回定例会（第3日3月5日）,7,甲斐隆志
74,令和 2年 第1回定例会（第3日3月5日）,8,遠矢家永子
75,令和 2年 第1回定例会（第3日3月5日）,9,五十嵐秀城
76,令和 2年 第1回定例会（第3日3月5日）,10,三井泰之
77,令和 2年 第1回定例会（第3日3月5日）,11,笹内和志
78,令和 2年 第1回定例会（第3日3月5日）,12,竹中健
79,令和 2年 第1回定例会（第3日3月5日）,13,真鍋宗一郎
80,令和 2年 第1回定例会（第3日3月5日）,14,木本祐
81,令和 2年 第1回定例会（第3日3月5日）,15,森本信之
82,令和 2年 第1回定例会（第3日3月5日）,16,岡井寿美代
83,令和 2年 第1回定例会（第3日3月5日）,17,出町ゆかり
84,令和 2年 第1回定例会（第3日3月5日）,18,髙木隆太
85,令和 2年 第1回定例会（第3日3月5日）,19,宮田俊治
86,令和 2年 第1回定例会（第3日3月5日）,20,吉田忠則
87,令和 2年 第1回定例会（第3日3月5日）,21,吉田章浩
88,令和 2年 第1回定例会（第3日3月5日）,22,平田裕也
89,令和 2年 第1回定例会（第3日3月5日）,23,山口重雄
90,令和 2年 第1回定例会（第3日3月5日）,24,吉田稔弘
91,令和 2年 第1回定例会（第3日3月5日）,25,強田純子
92,令和 2年 第1回定例会（第3日3月5日）,26,宮本雄一郎
93,令和 2年 第1回定例会（第3日3月5日）,27,川口洋一
94,令和 2年 第1回定例会（第3日3月5日）,28,北岡隆浩
95,令和 2年 第1回定例会（第3日3月5日）,29,灰垣和美
96,令和 2年 第1回定例会（第3日3月5日）,30,福井浩二
97,令和 2年 第1回定例会（第3日3月5日）,31,岩為俊
98,令和 2年 第1回定例会（第3日3月5日）,32,久保隆
99,令和 2年 第1回定例会（第3日3月5日）,33,中浜実
100,令和 2年 第1回定例会（第3日3月5日）,34,中村玲子
101,令和 2年 第1回定例会（第4日3月24日）,1,髙島佐浪枝
102,令和 2年 第1回定例会（第4日3月24日）,2,鴻野潔
103,令和 2年 第1回定例会（第4日3月24日）,3,中村明子
104,令和 2年 第1回定例会（第4日3月24日）,4,市來隼
105,令和 2年 第1回定例会（第4日3月24日）,5,江澤由
106,令和 2年 第1回定例会（第4日3月24日）,6,岡田安弘
107,令和 2年 第1回定例会（第4日3月24日）,7,甲斐隆志
108,令和 2年 第1回定例会（第4日3月24日）,8,遠矢家永子
109,令和 2年 第1回定例会（第4日3月24日）,9,五十嵐秀城
110,令和 2年 第1回定例会（第4日3月24日）,10,三井泰之
111,令和 2年 第1回定例会（第4日3月24日）,11,笹内和志
112,令和 2年 第1回定例会（第4日3月24日）,12,竹中健
113,令和 2年 第1回定例会（第4日3月24日）,13,真鍋宗一郎
114,令和 2年 第1回定例会（第4日3月24日）,14,木本祐
115,令和 2年 第1回定例会（第4日3月24日）,15,森本信之
116,令和 2年 第1回定例会（第4日3月24日）,16,岡井寿美代
117,令和 2年 第1回定例会（第4日3月24日）,17,出町ゆかり
118,令和 2年 第1回定例会（第4日3月24日）,18,髙木隆太
119,令和 2年 第1回定例会（第4日3月24日）,19,宮田俊治
120,令和 2年 第1回定例会（第4日3月24日）,20,吉田忠則
121,令和 2年 第1回定例会（第4日3月24日）,21,吉田章浩
122,令和 2年 第1回定例会（第4日3月24日）,22,平田裕也
123,令和 2年 第1回定例会（第4日3月24日）,23,山口重雄
124,令和 2年 第1回定例会（第4日3月24日）,24,吉田稔弘
125,令和 2年 第1回定例会（第4日3月24日）,25,強田純子
126,令和 2年 第1回定例会（第4日3月24日）,26,宮本雄一郎
127,令和 2年 第1回定例会（第4日3月24日）,27,川口洋一
128,令和 2年 第1回定例会（第4日3月24日）,28,北岡隆浩
129,令和 2年 第1回定例会（第4日3月24日）,29,灰垣和美
130,令和 2年 第1回定例会（第4日3月24日）,30,福井浩二
131,令和 2年 第1回定例会（第4日3月24日）,31,岩為俊
132,令和 2年 第1回定例会（第4日3月24日）,32,久保隆
133,令和 2年 第1回定例会（第4日3月24日）,33,中浜実
134,令和 2年 第1回定例会（第4日3月24日）,34,中村玲子
135,令和 2年 第2回臨時会（第1日5月1日）,1,髙島佐浪枝
136,令和 2年 第2回臨時会（第1日5月1日）,2,鴻野潔
137,令和 2年 第2回臨時会（第1日5月1日）,3,中村明子
138,令和 2年 第2回臨時会（第1日5月1日）,4,市來隼
139,令和 2年 第2回臨時会（第1日5月1日）,5,江澤由
140,令和 2年 第2回臨時会（第1日5月1日）,6,岡田安弘
141,令和 2年 第2回臨時会（第1日5月1日）,7,甲斐隆志
142,令和 2年 第2回臨時会（第1日5月1日）,8,遠矢家永子
143,令和 2年 第2回臨時会（第1日5月1日）,9,五十嵐秀城
144,令和 2年 第2回臨時会（第1日5月1日）,10,三井泰之
145,令和 2年 第2回臨時会（第1日5月1日）,11,笹内和志
146,令和 2年 第2回臨時会（第1日5月1日）,12,竹中健
147,令和 2年 第2回臨時会（第1日5月1日）,13,真鍋宗一郎
148,令和 2年 第2回臨時会（第1日5月1日）,14,木本祐
149,令和 2年 第2回臨時会（第1日5月1日）,15,森本信之
150,令和 2年 第2回臨時会（第1日5月1日）,17,出町ゆかり
151,令和 2年 第2回臨時会（第1日5月1日）,18,髙木隆太
152,令和 2年 第2回臨時会（第1日5月1日）,19,宮田俊治
153,令和 2年 第2回臨時会（第1日5月1日）,20,吉田忠則
154,令和 2年 第2回臨時会（第1日5月1日）,21,吉田章浩
155,令和 2年 第2回臨時会（第1日5月1日）,22,平田裕也
156,令和 2年 第2回臨時会（第1日5月1日）,23,山口重雄
157,令和 2年 第2回臨時会（第1日5月1日）,24,吉田稔弘
158,令和 2年 第2回臨時会（第1日5月1日）,25,強田純子
159,令和 2年 第2回臨時会（第1日5月1日）,26,宮本雄一郎
160,令和 2年 第2回臨時会（第1日5月1日）,27,川口洋一
161,令和 2年 第2回臨時会（第1日5月1日）,28,北岡隆浩
162,令和 2年 第2回臨時会（第1日5月1日）,29,灰垣和美
163,令和 2年 第2回臨時会（第1日5月1日）,30,福井浩二
164,令和 2年 第2回臨時会（第1日5月1日）,31,岩為俊
165,令和 2年 第2回臨時会（第1日5月1日）,32,久保隆
166,令和 2年 第2回臨時会（第1日5月1日）,33,中浜実
167,令和 2年 第2回臨時会（第1日5月1日）,34,中村玲子
168,令和 2年 第3回臨時会（第1日5月20日）,1,髙島佐浪枝
169,令和 2年 第3回臨時会（第1日5月20日）,2,鴻野潔
170,令和 2年 第3回臨時会（第1日5月20日）,3,中村明子
171,令和 2年 第3回臨時会（第1日5月20日）,4,市來隼
172,令和 2年 第3回臨時会（第1日5月20日）,5,江澤由
173,令和 2年 第3回臨時会（第1日5月20日）,6,岡田安弘
174,令和 2年 第3回臨時会（第1日5月20日）,7,甲斐隆志
175,令和 2年 第3回臨時会（第1日5月20日）,8,遠矢家永子
176,令和 2年 第3回臨時会（第1日5月20日）,9,五十嵐秀城
177,令和 2年 第3回臨時会（第1日5月20日）,10,三井泰之
178,令和 2年 第3回臨時会（第1日5月20日）,11,笹内和志
179,令和 2年 第3回臨時会（第1日5月20日）,12,竹中健
180,令和 2年 第3回臨時会（第1日5月20日）,13,真鍋宗一郎
181,令和 2年 第3回臨時会（第1日5月20日）,14,木本祐
182,令和 2年 第3回臨時会（第1日5月20日）,15,森本信之
183,令和 2年 第3回臨時会（第1日5月20日）,16,岡井寿美代
184,令和 2年 第3回臨時会（第1日5月20日）,17,出町ゆかり
185,令和 2年 第3回臨時会（第1日5月20日）,18,髙木隆太
186,令和 2年 第3回臨時会（第1日5月20日）,19,宮田俊治
187,令和 2年 第3回臨時会（第1日5月20日）,20,吉田忠則
188,令和 2年 第3回臨時会（第1日5月20日）,21,吉田章浩
189,令和 2年 第3回臨時会（第1日5月20日）,22,平田裕也
190,令和 2年 第3回臨時会（第1日5月20日）,23,山口重雄
191,令和 2年 第3回臨時会（第1日5月20日）,24,吉田稔弘
192,令和 2年 第3回臨時会（第1日5月20日）,25,強田純子
193,令和 2年 第3回臨時会（第1日5月20日）,26,宮本雄一郎
194,令和 2年 第3回臨時会（第1日5月20日）,27,川口洋一
195,令和 2年 第3回臨時会（第1日5月20日）,28,北岡隆浩
196,令和 2年 第3回臨時会（第1日5月20日）,29,灰垣和美
197,令和 2年 第3回臨時会（第1日5月20日）,30,福井浩二
198,令和 2年 第3回臨時会（第1日5月20日）,31,岩為俊
199,令和 2年 第3回臨時会（第1日5月20日）,32,久保隆
200,令和 2年 第3回臨時会（第1日5月20日）,33,中浜実
201,令和 2年 第3回臨時会（第1日5月20日）,34,中村玲子
202,令和 2年 第3回臨時会（第2日5月22日）,1,髙島佐浪枝
203,令和 2年 第3回臨時会（第2日5月22日）,2,鴻野潔
204,令和 2年 第3回臨時会（第2日5月22日）,3,中村明子
205,令和 2年 第3回臨時会（第2日5月22日）,4,市來隼
206,令和 2年 第3回臨時会（第2日5月22日）,5,江澤由
207,令和 2年 第3回臨時会（第2日5月22日）,6,岡田安弘
208,令和 2年 第3回臨時会（第2日5月22日）,7,甲斐隆志
209,令和 2年 第3回臨時会（第2日5月22日）,8,遠矢家永子
210,令和 2年 第3回臨時会（第2日5月22日）,9,五十嵐秀城
211,令和 2年 第3回臨時会（第2日5月22日）,10,三井泰之
212,令和 2年 第3回臨時会（第2日5月22日）,11,笹内和志
213,令和 2年 第3回臨時会（第2日5月22日）,12,竹中健
214,令和 2年 第3回臨時会（第2日5月22日）,13,真鍋宗一郎
215,令和 2年 第3回臨時会（第2日5月22日）,14,木本祐
216,令和 2年 第3回臨時会（第2日5月22日）,15,森本信之
217,令和 2年 第3回臨時会（第2日5月22日）,16,岡井寿美代
218,令和 2年 第3回臨時会（第2日5月22日）,17,出町ゆかり
219,令和 2年 第3回臨時会（第2日5月22日）,18,髙木隆太
220,令和 2年 第3回臨時会（第2日5月22日）,19,宮田俊治
221,令和 2年 第3回臨時会（第2日5月22日）,20,吉田忠則
222,令和 2年 第3回臨時会（第2日5月22日）,21,吉田章浩
223,令和 2年 第3回臨時会（第2日5月22日）,22,平田裕也
224,令和 2年 第3回臨時会（第2日5月22日）,23,山口重雄
225,令和 2年 第3回臨時会（第2日5月22日）,24,吉田稔弘
226,令和 2年 第3回臨時会（第2日5月22日）,25,強田純子
227,令和 2年 第3回臨時会（第2日5月22日）,26,宮本雄一郎
228,令和 2年 第3回臨時会（第2日5月22日）,27,川口洋一
229,令和 2年 第3回臨時会（第2日5月22日）,28,北岡隆浩
230,令和 2年 第3回臨時会（第2日5月22日）,29,灰垣和美
231,令和 2年 第3回臨時会（第2日5月22日）,30,福井浩二
232,令和 2年 第3回臨時会（第2日5月22日）,31,岩為俊
233,令和 2年 第3回臨時会（第2日5月22日）,32,久保隆
234,令和 2年 第3回臨時会（第2日5月22日）,33,中浜実
235,令和 2年 第3回臨時会（第2日5月22日）,34,中村玲子
236,令和 2年 第4回定例会（第1日6月11日）,1,髙島佐浪枝
237,令和 2年 第4回定例会（第1日6月11日）,2,鴻野潔
238,令和 2年 第4回定例会（第1日6月11日）,3,中村明子
239,令和 2年 第4回定例会（第1日6月11日）,4,市來隼
240,令和 2年 第4回定例会（第1日6月11日）,5,江澤由
241,令和 2年 第4回定例会（第1日6月11日）,7,甲斐隆志
242,令和 2年 第4回定例会（第1日6月11日）,8,遠矢家永子
243,令和 2年 第4回定例会（第1日6月11日）,9,五十嵐秀城
244,令和 2年 第4回定例会（第1日6月11日）,10,三井泰之
245,令和 2年 第4回定例会（第1日6月11日）,11,笹内和志
246,令和 2年 第4回定例会（第1日6月11日）,12,竹中健
247,令和 2年 第4回定例会（第1日6月11日）,13,真鍋宗一郎
248,令和 2年 第4回定例会（第1日6月11日）,14,木本祐
249,令和 2年 第4回定例会（第1日6月11日）,15,森本信之
250,令和 2年 第4回定例会（第1日6月11日）,16,岡井寿美代
251,令和 2年 第4回定例会（第1日6月11日）,17,出町ゆかり
252,令和 2年 第4回定例会（第1日6月11日）,18,髙木隆太
253,令和 2年 第4回定例会（第1日6月11日）,19,宮田俊治
254,令和 2年 第4回定例会（第1日6月11日）,20,吉田忠則
255,令和 2年 第4回定例会（第1日6月11日）,21,吉田章浩
256,令和 2年 第4回定例会（第1日6月11日）,22,平田裕也
257,令和 2年 第4回定例会（第1日6月11日）,23,山口重雄
258,令和 2年 第4回定例会（第1日6月11日）,24,吉田稔弘
259,令和 2年 第4回定例会（第1日6月11日）,25,強田純子
260,令和 2年 第4回定例会（第1日6月11日）,26,宮本雄一郎
261,令和 2年 第4回定例会（第1日6月11日）,27,川口洋一
262,令和 2年 第4回定例会（第1日6月11日）,28,北岡隆浩
263,令和 2年 第4回定例会（第1日6月11日）,29,灰垣和美
264,令和 2年 第4回定例会（第1日6月11日）,30,福井浩二
265,令和 2年 第4回定例会（第1日6月11日）,31,岩為俊
266,令和 2年 第4回定例会（第1日6月11日）,32,久保隆
267,令和 2年 第4回定例会（第1日6月11日）,33,中浜実
268,令和 2年 第4回定例会（第1日6月11日）,34,中村玲子
269,令和 2年 第4回定例会（第2日6月15日）,1,髙島佐浪枝
270,令和 2年 第4回定例会（第2日6月15日）,2,鴻野潔
271,令和 2年 第4回定例会（第2日6月15日）,3,中村明子
272,令和 2年 第4回定例会（第2日6月15日）,4,市來隼
273,令和 2年 第4回定例会（第2日6月15日）,5,江澤由
274,令和 2年 第4回定例会（第2日6月15日）,6,岡田安弘
275,令和 2年 第4回定例会（第2日6月15日）,7,甲斐隆志
276,令和 2年 第4回定例会（第2日6月15日）,8,遠矢家永子
277,令和 2年 第4回定例会（第2日6月15日）,9,五十嵐秀城
278,令和 2年 第4回定例会（第2日6月15日）,10,三井泰之
279,令和 2年 第4回定例会（第2日6月15日）,11,笹内和志
280,令和 2年 第4回定例会（第2日6月15日）,12,竹中健
281,令和 2年 第4回定例会（第2日6月15日）,13,真鍋宗一郎
282,令和 2年 第4回定例会（第2日6月15日）,14,木本祐
283,令和 2年 第4回定例会（第2日6月15日）,15,森本信之
284,令和 2年 第4回定例会（第2日6月15日）,16,岡井寿美代
285,令和 2年 第4回定例会（第2日6月15日）,17,出町ゆかり
286,令和 2年 第4回定例会（第2日6月15日）,18,髙木隆太
287,令和 2年 第4回定例会（第2日6月15日）,19,宮田俊治
288,令和 2年 第4回定例会（第2日6月15日）,20,吉田忠則
289,令和 2年 第4回定例会（第2日6月15日）,21,吉田章浩
290,令和 2年 第4回定例会（第2日6月15日）,22,平田裕也
291,令和 2年 第4回定例会（第2日6月15日）,23,山口重雄
292,令和 2年 第4回定例会（第2日6月15日）,24,吉田稔弘
293,令和 2年 第4回定例会（第2日6月15日）,25,強田純子
294,令和 2年 第4回定例会（第2日6月15日）,26,宮本雄一郎
295,令和 2年 第4回定例会（第2日6月15日）,27,川口洋一
296,令和 2年 第4回定例会（第2日6月15日）,28,北岡隆浩
297,令和 2年 第4回定例会（第2日6月15日）,29,灰垣和美
298,令和 2年 第4回定例会（第2日6月15日）,30,福井浩二
299,令和 2年 第4回定例会（第2日6月15日）,31,岩為俊
300,令和 2年 第4回定例会（第2日6月15日）,32,久保隆
301,令和 2年 第4回定例会（第2日6月15日）,33,中浜実
302,令和 2年 第4回定例会（第2日6月15日）,34,中村玲子
303,令和 2年 第4回定例会（第3日6月25日）,1,髙島佐浪枝
304,令和 2年 第4回定例会（第3日6月25日）,2,鴻野潔
305,令和 2年 第4回定例会（第3日6月25日）,3,中村明子
306,令和 2年 第4回定例会（第3日6月25日）,4,市來隼
307,令和 2年 第4回定例会（第3日6月25日）,5,江澤由
308,令和 2年 第4回定例会（第3日6月25日）,6,岡田安弘
309,令和 2年 第4回定例会（第3日6月25日）,7,甲斐隆志
310,令和 2年 第4回定例会（第3日6月25日）,8,遠矢家永子
311,令和 2年 第4回定例会（第3日6月25日）,9,五十嵐秀城
312,令和 2年 第4回定例会（第3日6月25日）,10,三井泰之
313,令和 2年 第4回定例会（第3日6月25日）,11,笹内和志
314,令和 2年 第4回定例会（第3日6月25日）,12,竹中健
315,令和 2年 第4回定例会（第3日6月25日）,13,真鍋宗一郎
316,令和 2年 第4回定例会（第3日6月25日）,14,木本祐
317,令和 2年 第4回定例会（第3日6月25日）,15,森本信之
318,令和 2年 第4回定例会（第3日6月25日）,16,岡井寿美代
319,令和 2年 第4回定例会（第3日6月25日）,17,出町ゆかり
320,令和 2年 第4回定例会（第3日6月25日）,18,髙木隆太
321,令和 2年 第4回定例会（第3日6月25日）,19,宮田俊治
322,令和 2年 第4回定例会（第3日6月25日）,20,吉田忠則
323,令和 2年 第4回定例会（第3日6月25日）,21,吉田章浩
324,令和 2年 第4回定例会（第3日6月25日）,22,平田裕也
325,令和 2年 第4回定例会（第3日6月25日）,23,山口重雄
326,令和 2年 第4回定例会（第3日6月25日）,24,吉田稔弘
327,令和 2年 第4回定例会（第3日6月25日）,25,強田純子
328,令和 2年 第4回定例会（第3日6月25日）,26,宮本雄一郎
329,令和 2年 第4回定例会（第3日6月25日）,27,川口洋一
330,令和 2年 第4回定例会（第3日6月25日）,28,北岡隆浩
331,令和 2年 第4回定例会（第3日6月25日）,29,灰垣和美
332,令和 2年 第4回定例会（第3日6月25日）,30,福井浩二
333,令和 2年 第4回定例会（第3日6月25日）,31,岩為俊
334,令和 2年 第4回定例会（第3日6月25日）,32,久保隆
335,令和 2年 第4回定例会（第3日6月25日）,33,中浜実
336,令和 2年 第4回定例会（第3日6月25日）,34,中村玲子
337,令和 2年 第4回定例会（第4日6月26日）,1,髙島佐浪枝
338,令和 2年 第4回定例会（第4日6月26日）,2,鴻野潔
339,令和 2年 第4回定例会（第4日6月26日）,3,中村明子
340,令和 2年 第4回定例会（第4日6月26日）,4,市來隼
341,令和 2年 第4回定例会（第4日6月26日）,5,江澤由
342,令和 2年 第4回定例会（第4日6月26日）,6,岡田安弘
343,令和 2年 第4回定例会（第4日6月26日）,7,甲斐隆志
344,令和 2年 第4回定例会（第4日6月26日）,8,遠矢家永子
345,令和 2年 第4回定例会（第4日6月26日）,9,五十嵐秀城
346,令和 2年 第4回定例会（第4日6月26日）,10,三井泰之
347,令和 2年 第4回定例会（第4日6月26日）,11,笹内和志
348,令和 2年 第4回定例会（第4日6月26日）,12,竹中健
349,令和 2年 第4回定例会（第4日6月26日）,13,真鍋宗一郎
350,令和 2年 第4回定例会（第4日6月26日）,14,木本祐
351,令和 2年 第4回定例会（第4日6月26日）,15,森本信之
352,令和 2年 第4回定例会（第4日6月26日）,16,岡井寿美代
353,令和 2年 第4回定例会（第4日6月26日）,17,出町ゆかり
354,令和 2年 第4回定例会（第4日6月26日）,18,髙木隆太
355,令和 2年 第4回定例会（第4日6月26日）,19,宮田俊治
356,令和 2年 第4回定例会（第4日6月26日）,20,吉田忠則
357,令和 2年 第4回定例会（第4日6月26日）,21,吉田章浩
358,令和 2年 第4回定例会（第4日6月26日）,22,平田裕也
359,令和 2年 第4回定例会（第4日6月26日）,23,山口重雄
360,令和 2年 第4回定例会（第4日6月26日）,24,吉田稔弘
361,令和 2年 第4回定例会（第4日6月26日）,25,強田純子
362,令和 2年 第4回定例会（第4日6月26日）,26,宮本雄一郎
363,令和 2年 第4回定例会（第4日6月26日）,27,川口洋一
364,令和 2年 第4回定例会（第4日6月26日）,28,北岡隆浩
365,令和 2年 第4回定例会（第4日6月26日）,29,灰垣和美
366,令和 2年 第4回定例会（第4日6月26日）,30,福井浩二
367,令和 2年 第4回定例会（第4日6月26日）,31,岩為俊
368,令和 2年 第4回定例会（第4日6月26日）,32,久保隆
369,令和 2年 第4回定例会（第4日6月26日）,33,中浜実
370,令和 2年 第4回定例会（第4日6月26日）,34,中村玲子
371,令和元年 第2回臨時会（第1日5月21日）,1,髙島佐浪枝
372,令和元年 第2回臨時会（第1日5月21日）,2,鴻野潔
373,令和元年 第2回臨時会（第1日5月21日）,3,中村明子
374,令和元年 第2回臨時会（第1日5月21日）,5,江澤由
375,令和元年 第2回臨時会（第1日5月21日）,6,岡田安弘
376,令和元年 第2回臨時会（第1日5月21日）,7,甲斐隆志
377,令和元年 第2回臨時会（第1日5月21日）,8,遠矢家永子
378,令和元年 第2回臨時会（第1日5月21日）,9,五十嵐秀城
379,令和元年 第2回臨時会（第1日5月21日）,10,三井泰之
380,令和元年 第2回臨時会（第1日5月21日）,11,笹内和志
381,令和元年 第2回臨時会（第1日5月21日）,12,竹中健
382,令和元年 第2回臨時会（第1日5月21日）,13,真鍋宗一郎
383,令和元年 第2回臨時会（第1日5月21日）,14,木本祐
384,令和元年 第2回臨時会（第1日5月21日）,15,森本信之
385,令和元年 第2回臨時会（第1日5月21日）,16,岡井寿美代
386,令和元年 第2回臨時会（第1日5月21日）,17,出町ゆかり
387,令和元年 第2回臨時会（第1日5月21日）,18,髙木隆太
388,令和元年 第2回臨時会（第1日5月21日）,19,宮田俊治
389,令和元年 第2回臨時会（第1日5月21日）,20,吉田忠則
390,令和元年 第2回臨時会（第1日5月21日）,21,吉田章浩
391,令和元年 第2回臨時会（第1日5月21日）,22,平田裕也
392,令和元年 第2回臨時会（第1日5月21日）,23,山口重雄
393,令和元年 第2回臨時会（第1日5月21日）,24,吉田稔弘
394,令和元年 第2回臨時会（第1日5月21日）,25,強田純子
395,令和元年 第2回臨時会（第1日5月21日）,26,宮本雄一郎
396,令和元年 第2回臨時会（第1日5月21日）,27,川口洋一
397,令和元年 第2回臨時会（第1日5月21日）,28,北岡隆浩
398,令和元年 第2回臨時会（第1日5月21日）,29,灰垣和美
399,令和元年 第2回臨時会（第1日5月21日）,30,福井浩二
400,令和元年 第2回臨時会（第1日5月21日）,31,岩為俊
401,令和元年 第2回臨時会（第1日5月21日）,32,久保隆
402,令和元年 第2回臨時会（第1日5月21日）,33,中浜実
403,令和元年 第2回臨時会（第1日5月21日）,34,中村玲子
404,令和元年 第2回臨時会（第2日5月23日）,1,髙島佐浪枝
405,令和元年 第2回臨時会（第2日5月23日）,2,鴻野潔
406,令和元年 第2回臨時会（第2日5月23日）,3,中村明子
407,令和元年 第2回臨時会（第2日5月23日）,5,江澤由
408,令和元年 第2回臨時会（第2日5月23日）,6,岡田安弘
409,令和元年 第2回臨時会（第2日5月23日）,7,甲斐隆志
410,令和元年 第2回臨時会（第2日5月23日）,8,遠矢家永子
411,令和元年 第2回臨時会（第2日5月23日）,9,五十嵐秀城
412,令和元年 第2回臨時会（第2日5月23日）,10,三井泰之
413,令和元年 第2回臨時会（第2日5月23日）,11,笹内和志
414,令和元年 第2回臨時会（第2日5月23日）,12,竹中健
415,令和元年 第2回臨時会（第2日5月23日）,13,真鍋宗一郎
416,令和元年 第2回臨時会（第2日5月23日）,14,木本祐
417,令和元年 第2回臨時会（第2日5月23日）,15,森本信之
418,令和元年 第2回臨時会（第2日5月23日）,16,岡井寿美代
419,令和元年 第2回臨時会（第2日5月23日）,17,出町ゆかり
420,令和元年 第2回臨時会（第2日5月23日）,18,髙木隆太
421,令和元年 第2回臨時会（第2日5月23日）,19,宮田俊治
422,令和元年 第2回臨時会（第2日5月23日）,20,吉田忠則
423,令和元年 第2回臨時会（第2日5月23日）,21,吉田章浩
424,令和元年 第2回臨時会（第2日5月23日）,22,平田裕也
425,令和元年 第2回臨時会（第2日5月23日）,23,山口重雄
426,令和元年 第2回臨時会（第2日5月23日）,24,吉田稔弘
427,令和元年 第2回臨時会（第2日5月23日）,25,強田純子
428,令和元年 第2回臨時会（第2日5月23日）,26,宮本雄一郎
429,令和元年 第2回臨時会（第2日5月23日）,27,川口洋一
430,令和元年 第2回臨時会（第2日5月23日）,28,北岡隆浩
431,令和元年 第2回臨時会（第2日5月23日）,29,灰垣和美
432,令和元年 第2回臨時会（第2日5月23日）,30,福井浩二
433,令和元年 第2回臨時会（第2日5月23日）,31,岩為俊
434,令和元年 第2回臨時会（第2日5月23日）,32,久保隆
435,令和元年 第2回臨時会（第2日5月23日）,33,中浜実
436,令和元年 第2回臨時会（第2日5月23日）,34,中村玲子
437,令和元年 第3回定例会（第1日6月18日）,1,髙島佐浪枝
438,令和元年 第3回定例会（第1日6月18日）,2,鴻野潔
439,令和元年 第3回定例会（第1日6月18日）,3,中村明子
440,令和元年 第3回定例会（第1日6月18日）,4,市來隼
441,令和元年 第3回定例会（第1日6月18日）,5,江澤由
442,令和元年 第3回定例会（第1日6月18日）,6,岡田安弘
443,令和元年 第3回定例会（第1日6月18日）,7,甲斐隆志
444,令和元年 第3回定例会（第1日6月18日）,8,遠矢家永子
445,令和元年 第3回定例会（第1日6月18日）,9,五十嵐秀城
446,令和元年 第3回定例会（第1日6月18日）,10,三井泰之
447,令和元年 第3回定例会（第1日6月18日）,11,笹内和志
448,令和元年 第3回定例会（第1日6月18日）,12,竹中健
449,令和元年 第3回定例会（第1日6月18日）,13,真鍋宗一郎
450,令和元年 第3回定例会（第1日6月18日）,14,木本祐
451,令和元年 第3回定例会（第1日6月18日）,15,森本信之
452,令和元年 第3回定例会（第1日6月18日）,16,岡井寿美代
453,令和元年 第3回定例会（第1日6月18日）,17,出町ゆかり
454,令和元年 第3回定例会（第1日6月18日）,18,髙木隆太
455,令和元年 第3回定例会（第1日6月18日）,19,宮田俊治
456,令和元年 第3回定例会（第1日6月18日）,20,吉田忠則
457,令和元年 第3回定例会（第1日6月18日）,21,吉田章浩
458,令和元年 第3回定例会（第1日6月18日）,22,平田裕也
459,令和元年 第3回定例会（第1日6月18日）,23,山口重雄
460,令和元年 第3回定例会（第1日6月18日）,24,吉田稔弘
461,令和元年 第3回定例会（第1日6月18日）,25,強田純子
462,令和元年 第3回定例会（第1日6月18日）,26,宮本雄一郎
463,令和元年 第3回定例会（第1日6月18日）,27,川口洋一
464,令和元年 第3回定例会（第1日6月18日）,28,北岡隆浩
465,令和元年 第3回定例会（第1日6月18日）,29,灰垣和美
466,令和元年 第3回定例会（第1日6月18日）,30,福井浩二
467,令和元年 第3回定例会（第1日6月18日）,31,岩為俊
468,令和元年 第3回定例会（第1日6月18日）,32,久保隆
469,令和元年 第3回定例会（第1日6月18日）,33,中浜実
470,令和元年 第3回定例会（第1日6月18日）,34,中村玲子
471,令和元年 第3回定例会（第2日6月25日）,1,髙島佐浪枝
472,令和元年 第3回定例会（第2日6月25日）,2,鴻野潔
473,令和元年 第3回定例会（第2日6月25日）,3,中村明子
474,令和元年 第3回定例会（第2日6月25日）,4,市來隼
475,令和元年 第3回定例会（第2日6月25日）,5,江澤由
476,令和元年 第3回定例会（第2日6月25日）,6,岡田安弘
477,令和元年 第3回定例会（第2日6月25日）,7,甲斐隆志
478,令和元年 第3回定例会（第2日6月25日）,8,遠矢家永子
479,令和元年 第3回定例会（第2日6月25日）,9,五十嵐秀城
480,令和元年 第3回定例会（第2日6月25日）,10,三井泰之
481,令和元年 第3回定例会（第2日6月25日）,11,笹内和志
482,令和元年 第3回定例会（第2日6月25日）,12,竹中健
483,令和元年 第3回定例会（第2日6月25日）,13,真鍋宗一郎
484,令和元年 第3回定例会（第2日6月25日）,14,木本祐
